id,title,first_name,last_name,other_name,email,phone,relationship,educational_level,occupation,address_id,alive_status,student_id,date_created
019c1792-b651-7eb0-b0dc-c0a0cd14ac6f,2,Gabrielle,Mendez,Lisa,GabrielleLisaMendez@example.com,"{""3927451541"",""337-794-1779""}",Mother,3,7,BS-5131-7783,Alive,019c1792-b650-781a-8295-5105b974be3e,2023-11-13
019c1792-b652-74ea-972b-cfc47fea477e,18,Daniel,Macias,N/A,DanielMacias@example.com,"{""4917629315"",""209-455-4027""}",Father,3,8,BS-5131-7783,Alive,019c1792-b650-781a-8295-5105b974be3e,2008-11-18
019c1792-b655-71de-ba79-3f52732d8bd2,4,Lisa,Harris,N/A,LisaHarris@example.com,"{""700-654-7842"",""5044175153""}",Mother,5,13,BS-9703-2181,Alive,019c1792-b653-7c05-8850-ad72019d6df9,1998-05-06
019c1792-b659-7868-a5b2-984840d03747,14,Nicholas,Mercer,William,NicholasWilliamMercer@example.com,"{""4539906022"",""3996958087""}",Father,4,2,BS-0706-3032,Alive,019c1792-b653-7c05-8850-ad72019d6df9,2024-10-23
019c1792-b65b-7b35-96d9-58d43db23443,8,Amber,Wolf,N/A,AmberWolf@example.com,"{""745-376-5765"",""476-782-6145""}",Mother,3,4,BS-4404-9023,Alive,019c1792-b65a-70d0-acbc-92eb67d247a8,2011-04-10
019c1792-b65c-7ee0-a092-47f748dbff03,1,William,Avery,James,WilliamJamesAvery@example.com,"{""3449728827"",""693-697-6186""}",Father,2,18,BS-4404-9023,Alive,019c1792-b65a-70d0-acbc-92eb67d247a8,2021-09-19
019c1792-b65f-7bd2-890d-677b934eb599,8,Kerry,Thornton,N/A,KerryThornton@example.com,"{""9512654854"",""329-493-3453""}",Mother,5,12,BS-2084-8104,Alive,019c1792-b65e-75c3-ad5b-a33a7085459f,2013-08-17
019c1792-b660-7025-9302-068e31586dc3,7,Colton,Perez,N/A,ColtonPerez@example.com,"{""2342357822"",""4389342215""}",Father,3,3,BS-3700-1024,Alive,019c1792-b65e-75c3-ad5b-a33a7085459f,2021-12-09
019c1792-b663-7358-9436-bb82b58d9095,18,Susan,Flowers,N/A,SusanFlowers@example.com,"{""(634)558-5942"",""(487)847-7395""}",Mother,1,11,BS-9234-2394,Alive,019c1792-b662-7606-9817-99b76c675b7f,2024-03-10
019c1792-b664-7218-a3da-cae8b8fbc59c,18,David,Davidson,Erica,DavidEricaDavidson@example.com,"{""610-494-3857"",""2172703171""}",Father,3,11,BS-9234-2394,Alive,019c1792-b662-7606-9817-99b76c675b7f,2016-01-30
019c1792-b667-7e6b-8574-c7bb860cc203,1,Maria,Cole,N/A,MariaCole@example.com,"{""966-709-5410"",""420-517-3458""}",Mother,1,8,BS-9162-9475,Alive,019c1792-b665-7e93-891c-0ebc50de1d42,1999-10-31
019c1792-b668-7d42-a38f-dd306ac5a3b8,6,Harold,Reyes,Rhonda,HaroldRhondaReyes@example.com,"{""899-351-0854"",""7316082634""}",Father,2,12,BS-9162-9475,Alive,019c1792-b665-7e93-891c-0ebc50de1d42,2011-12-15
019c1792-b66b-7647-bfeb-88c8d3ef7037,15,Amy,Floyd,Janet,AmyJanetFloyd@example.com,"{""(224)330-4200"",""825-638-5963""}",Mother,1,20,BS-7999-9442,Alive,019c1792-b669-7b6e-b858-098523da39f4,2023-07-14
019c1792-b66c-7572-8f41-ff9a7ca62936,21,Christopher,Gardner,Andrea,ChristopherAndreaGardner@example.com,"{""(263)263-9419"",""(454)545-0533""}",Father,3,8,BS-7999-9442,Alive,019c1792-b669-7b6e-b858-098523da39f4,2012-04-04
019c1792-b66e-7aaf-8f6f-20ada2d45d59,8,Kelly,Wells,Elizabeth,KellyElizabethWells@example.com,"{""(655)830-8467"",""(394)655-0740""}",Mother,1,9,BS-7426-8609,Alive,019c1792-b66d-7f13-a994-242dd618d30c,1999-07-12
019c1792-b670-7a18-a7aa-b4113284181f,3,Mark,Elliott,N/A,MarkElliott@example.com,"{""704-370-2294"",""203-687-9318""}",Father,5,15,BS-7426-8609,Alive,019c1792-b66d-7f13-a994-242dd618d30c,2001-11-30
019c1792-b672-7ee4-b1c0-785b792d1764,8,Morgan,Martinez,N/A,MorganMartinez@example.com,"{""6232378749"",""(681)875-9315""}",Mother,5,7,BS-7870-6302,Alive,019c1792-b671-706e-8281-ff320bb3b8a6,2025-02-16
019c1792-b673-7e57-abcb-a004adbe5f39,9,Kevin,Brown,Erin,KevinErinBrown@example.com,"{""(850)804-2982"",""7794181183""}",Father,2,8,BS-7870-6302,Alive,019c1792-b671-706e-8281-ff320bb3b8a6,2025-07-27
019c1792-b676-7314-9320-fb3b121059eb,20,Cheryl,Carpenter,Sean,CherylSeanCarpenter@example.com,"{""9262772373"",""2753462310""}",Mother,2,15,BS-0769-7818,Alive,019c1792-b675-7d93-bd57-3f4bfe35bd22,2005-11-01
019c1792-b677-7269-be3c-487526575f19,21,Chad,Hayes,N/A,ChadHayes@example.com,"{""(570)212-7718"",""840-404-9089""}",Father,2,7,BS-0769-7818,Alive,019c1792-b675-7d93-bd57-3f4bfe35bd22,2021-12-18
019c1792-b67a-786b-9193-3d5917035e9c,18,Laurie,Patterson,N/A,LauriePatterson@example.com,"{""(259)224-7934"",""820-322-6460""}",Mother,3,15,BS-2140-6795,Alive,019c1792-b678-7522-88d4-bd765cec93e4,2005-03-02
019c1792-b67b-77fb-b7ee-f9a7bfb440de,9,Shawn,Foley,N/A,ShawnFoley@example.com,"{""(217)810-9792"",""366-815-5067""}",Father,5,10,BS-2395-0634,Deceased,019c1792-b678-7522-88d4-bd765cec93e4,2001-08-19
019c1792-b67e-7541-9758-a8bb5c103b08,3,Angela,Mueller,N/A,AngelaMueller@example.com,"{""7962004879"",""(317)855-0360""}",Mother,5,16,BS-4802-2494,Alive,019c1792-b67c-72c9-8887-2ef18e81dc4c,2009-10-04
019c1792-b67f-7ce5-950c-a1b5ae5504fa,1,Rodney,Williams,Andrew,RodneyAndrewWilliams@example.com,"{""(452)662-5365"",""404-350-7006""}",Father,4,20,BS-4802-2494,Alive,019c1792-b67c-72c9-8887-2ef18e81dc4c,2022-04-23
019c1792-b681-7c89-8990-fd9cb2096191,4,Karen,Rodriguez,Jessica,KarenJessicaRodriguez@example.com,"{""(971)694-3336"",""5635907862""}",Mother,5,14,BS-8034-7263,Alive,019c1792-b680-759c-b0b1-8ca3609c4156,2016-04-15
019c1792-b682-7d2c-8713-ca1e13cda5b0,21,David,Smith,N/A,DavidSmith@example.com,"{""871-747-2819"",""299-658-2726""}",Father,1,13,BS-8034-7263,Alive,019c1792-b680-759c-b0b1-8ca3609c4156,2025-04-26
019c1792-b685-7edf-97e1-561001ffefad,16,Danielle,Allen,N/A,DanielleAllen@example.com,"{""320-565-6224"",""513-799-9574""}",Mother,4,5,BS-5762-9470,Alive,019c1792-b684-7306-bd4b-8e1c6b72df12,2009-11-11
019c1792-b686-77ff-8002-348c8a58247d,5,Jeffrey,Jones,Ashley,JeffreyAshleyJones@example.com,"{""384-735-2560"",""(256)848-5324""}",Father,1,16,BS-5762-9470,Deceased,019c1792-b684-7306-bd4b-8e1c6b72df12,2016-09-27
019c1792-b689-7c39-8696-b5c9607823aa,21,Cassandra,Wright,Kathryn,CassandraKathrynWright@example.com,"{""5584819619"",""822-898-2813""}",Mother,2,15,BS-0273-9882,Alive,019c1792-b687-7362-8339-ca38142d7a36,2005-06-04
019c1792-b68a-7594-ba1f-6a91b729f478,2,Brandon,Harris,N/A,BrandonHarris@example.com,"{""8238896896"",""(971)885-6758""}",Father,1,4,BS-3201-1840,Alive,019c1792-b687-7362-8339-ca38142d7a36,2001-05-03
019c1792-b68d-768a-836b-4e28cfb2f7db,3,Amanda,Howell,Nancy,AmandaNancyHowell@example.com,"{""(637)446-8039"",""6363318027""}",Mother,5,13,BS-1510-8646,Alive,019c1792-b68b-79fb-8006-98110a280577,2007-07-09
019c1792-b68e-7e15-a538-c3b787e7811c,3,Walter,Matthews,Amber,WalterAmberMatthews@example.com,"{""8514085053"",""3587447894""}",Father,5,13,BS-1510-8646,Alive,019c1792-b68b-79fb-8006-98110a280577,2021-01-05
019c1792-b690-723f-86a4-8733242c8f18,22,Jodi,Murillo,Jason,JodiJasonMurillo@example.com,"{""4573120531"",""245-786-1250""}",Mother,4,7,BS-8597-4574,Deceased,019c1792-b68f-770d-8bef-193dd86193be,2005-11-26
019c1792-b692-79d6-8ee4-6451bcd6e2bd,1,Ryan,Yang,Frederick,RyanFrederickYang@example.com,"{""241-506-0632"",""8296728419""}",Father,1,19,BS-8597-4574,Alive,019c1792-b68f-770d-8bef-193dd86193be,2018-10-24
019c1792-b695-7a8c-b52c-3c432fe9da14,21,Amy,Wilson,Penny,AmyPennyWilson@example.com,"{""8736445383"",""(955)202-4824""}",Mother,2,3,BS-6939-4846,Alive,019c1792-b693-7bd8-b3db-0583b0ca579f,2001-04-19
019c1792-b696-7ed9-a9e4-43ce1dbca8e7,18,Johnny,Gonzales,Devin,JohnnyDevinGonzales@example.com,"{""8305621359"",""9393694316""}",Father,4,11,BS-6939-4846,Alive,019c1792-b693-7bd8-b3db-0583b0ca579f,2021-05-04
019c1792-b698-71cf-bc90-49e31c69356f,7,Kimberly,Allen,N/A,KimberlyAllen@example.com,"{""4618055586"",""(321)478-6508""}",Mother,5,11,BS-6874-5727,Alive,019c1792-b697-73c9-a4ae-9740bab36ac7,2013-06-07
019c1792-b69a-74f7-ad41-c2ba6679a203,5,Jonathan,Price,N/A,JonathanPrice@example.com,"{""233-624-6101"",""(918)746-9275""}",Father,3,16,BS-3402-0417,Alive,019c1792-b697-73c9-a4ae-9740bab36ac7,2003-11-24
019c1792-b69c-7877-9045-2d240614afc2,7,Cheryl,Clark,Jacob,CherylJacobClark@example.com,"{""(812)703-1115"",""3776645302""}",Mother,2,9,BS-7670-8465,Alive,019c1792-b69b-7ce7-a23d-e206b4bdfcbb,2014-06-03
019c1792-b69d-748d-9478-7a6f7039f14e,2,Andrew,Higgins,Jillian,AndrewJillianHiggins@example.com,"{""(627)938-5281"",""2862695642""}",Father,4,12,BS-7670-8465,Alive,019c1792-b69b-7ce7-a23d-e206b4bdfcbb,2025-02-17
019c1792-b6a0-7833-890b-52f956c9cbe4,18,Janice,Kirk,Glenn,JaniceGlennKirk@example.com,"{""298-717-8702"",""(955)479-5175""}",Mother,5,11,BS-8611-7423,Alive,019c1792-b69f-7f25-8870-60e0cc6717b3,1996-08-10
019c1792-b6a1-7e31-ae31-12e594ca3edc,2,Sean,Frederick,Nicholas,SeanNicholasFrederick@example.com,"{""644-476-6168"",""598-844-9433""}",Father,1,17,BS-8611-7423,Alive,019c1792-b69f-7f25-8870-60e0cc6717b3,2004-08-10
019c1792-b6a4-7312-b858-79ab4ea5941a,4,Jill,Rice,N/A,JillRice@example.com,"{""(670)491-3797"",""327-277-9106""}",Mother,4,13,BS-6027-0066,Alive,019c1792-b6a3-7e69-882b-57f325f87c69,2012-09-29
019c1792-b6a5-7b7f-b047-68e505be7b1e,20,Sean,Foster,Amy,SeanAmyFoster@example.com,"{""9896434160"",""4485157697""}",Father,5,5,BS-2150-7677,Deceased,019c1792-b6a3-7e69-882b-57f325f87c69,2010-06-01
019c1792-b6a8-7f3c-85d6-0079d259a9c0,14,Jessica,Allen,N/A,JessicaAllen@example.com,"{""841-513-7357"",""7613842124""}",Mother,3,17,BS-3925-6902,Alive,019c1792-b6a7-7c8b-9957-9ec1d9679c21,1996-11-13
019c1792-b6a9-74ea-b5ca-9ee0e2044a68,13,Matthew,Hill,Jennifer,MatthewJenniferHill@example.com,"{""6906852074"",""(743)903-7865""}",Father,5,19,BS-3925-6902,Alive,019c1792-b6a7-7c8b-9957-9ec1d9679c21,1996-09-02
019c1792-b6ac-7699-ae8c-a7ebe47061f6,21,Elizabeth,Erickson,N/A,ElizabethErickson@example.com,"{""814-808-1137"",""(385)568-7693""}",Mother,5,12,BS-8520-9186,Alive,019c1792-b6ab-70ec-8c54-14d2791e425b,1997-12-04
019c1792-b6ad-705e-ad19-1f416f2b088d,20,Herbert,Jones,N/A,HerbertJones@example.com,"{""(375)321-2956"",""479-464-3718""}",Father,5,3,BS-0900-9607,Alive,019c1792-b6ab-70ec-8c54-14d2791e425b,2010-09-19
019c1792-b6af-7eda-bcdf-9a0bc95fb13b,11,Jessica,Nelson,Whitney,JessicaWhitneyNelson@example.com,"{""(457)522-1087"",""9367885340""}",Mother,2,18,BS-8647-9985,Alive,019c1792-b6ae-7150-9020-9fdb1e3ca73b,2016-01-02
019c1792-b6b0-7cd1-a0ab-dc6993dedcc4,1,Joshua,Payne,Jeffrey,JoshuaJeffreyPayne@example.com,"{""5304170935"",""(613)697-6714""}",Father,5,5,BS-4529-9808,Alive,019c1792-b6ae-7150-9020-9fdb1e3ca73b,2016-06-13
019c1792-b6b4-786e-90ff-9df02a496fa2,13,Angela,Harris,N/A,AngelaHarris@example.com,"{""2455020004"",""(737)256-7613""}",Mother,2,11,BS-9510-0761,Alive,019c1792-b6b3-73a9-b43e-3ae37ca1d5a5,2018-09-09
019c1792-b6b5-700a-89c3-955fadc4e8ca,21,Arthur,Lyons,David,ArthurDavidLyons@example.com,"{""(505)989-4730"",""(555)581-8437""}",Father,5,4,BS-4575-7656,Alive,019c1792-b6b3-73a9-b43e-3ae37ca1d5a5,2024-11-16
019c1792-b6b8-7219-ae45-ece1ccd3b48d,21,Samantha,Baldwin,N/A,SamanthaBaldwin@example.com,"{""7158524906"",""(607)492-0363""}",Mother,2,4,BS-6899-2843,Alive,019c1792-b6b6-7475-b42f-072550383b0e,2023-06-06
019c1792-b6b9-7c20-9a53-1148a2294530,17,Ryan,Tucker,Kara,RyanKaraTucker@example.com,"{""2658176705"",""(503)342-4823""}",Father,4,2,BS-6899-2843,Alive,019c1792-b6b6-7475-b42f-072550383b0e,2018-07-16
019c1792-b6bc-7182-b411-0f45ad4c3856,7,Cindy,Lee,N/A,CindyLee@example.com,"{""(820)623-8807"",""938-951-8881""}",Mother,4,4,BS-2905-3207,Alive,019c1792-b6ba-7f3b-aab1-1e6f73acc4cd,2024-06-10
019c1792-b6bd-70af-bfb1-3e7bb84f671d,13,Spencer,Stark,Carrie,SpencerCarrieStark@example.com,"{""352-737-3808"",""(935)811-1548""}",Father,1,5,BS-2905-3207,Alive,019c1792-b6ba-7f3b-aab1-1e6f73acc4cd,2022-01-15
019c1792-b6bf-72cc-a43e-68ad79b0ee94,20,Kathleen,Weaver,Katie,KathleenKatieWeaver@example.com,"{""8176907123"",""749-385-8689""}",Mother,1,11,BS-8905-8158,Alive,019c1792-b6be-7201-8d76-55ce51031f81,2018-12-19
019c1792-b6c0-790b-b47f-8f023cba4242,3,Anthony,Hoover,N/A,AnthonyHoover@example.com,"{""(682)954-3257"",""5519657451""}",Father,2,13,BS-8905-8158,Alive,019c1792-b6be-7201-8d76-55ce51031f81,2016-09-24
019c1792-b6c3-706c-9e42-9d28947b8521,7,Ashley,Nicholson,Russell,AshleyRussellNicholson@example.com,"{""8316336906"",""(979)469-0487""}",Mother,3,2,BS-5046-6084,Alive,019c1792-b6c2-70bd-83bb-ead4339f8663,2008-11-02
019c1792-b6c4-7fa7-8d91-b42592ebd0cc,16,Kristopher,Ortiz,Amber,KristopherAmberOrtiz@example.com,"{""729-559-7666"",""4372227621""}",Father,2,7,BS-5046-6084,Alive,019c1792-b6c2-70bd-83bb-ead4339f8663,2020-05-30
019c1792-b6c7-7f16-9ee2-e1e00edc62ff,7,Patricia,Castillo,Susan,PatriciaSusanCastillo@example.com,"{""593-510-8673"",""(630)571-4586""}",Mother,3,18,BS-3714-2115,Alive,019c1792-b6c5-7f3d-86e1-e9f5c3850d24,2024-08-27
019c1792-b6c8-7abc-b9be-e1fc05c167a7,11,Cole,Johnston,N/A,ColeJohnston@example.com,"{""8048756220"",""7436886584""}",Father,2,15,BS-3714-2115,Deceased,019c1792-b6c5-7f3d-86e1-e9f5c3850d24,2020-10-22
019c1792-b6ca-7382-af53-56cbf818faea,21,Martha,Hayes,Alexandria,MarthaAlexandriaHayes@example.com,"{""964-294-4895"",""6195651441""}",Mother,3,2,BS-9999-4496,Deceased,019c1792-b6c9-7ed9-9363-a46f0d28a92c,2017-12-03
019c1792-b6cc-7306-bf07-fea28c0f4d6a,10,James,Fox,N/A,JamesFox@example.com,"{""(327)818-6508"",""898-503-4724""}",Father,3,20,BS-9999-4496,Alive,019c1792-b6c9-7ed9-9363-a46f0d28a92c,2000-07-06
019c1792-b6ce-77fc-ba09-fe283c2bfb52,2,Margaret,Johnson,Mark,MargaretMarkJohnson@example.com,"{""818-405-1026"",""308-461-6607""}",Mother,1,3,BS-8238-3529,Alive,019c1792-b6cd-7dc1-a9bf-a3c6d34ca239,2018-02-08
019c1792-b6cf-7c0c-bc4e-0233ecf942a8,17,Jonathan,Ferguson,Karen,JonathanKarenFerguson@example.com,"{""251-272-2601"",""(800)658-7313""}",Father,5,9,BS-8238-3529,Alive,019c1792-b6cd-7dc1-a9bf-a3c6d34ca239,2023-06-22
019c1792-b6d2-7343-8a01-1c13be93060e,17,Jennifer,Braun,N/A,JenniferBraun@example.com,"{""395-286-4931"",""(482)894-7591""}",Mother,2,16,BS-8808-9087,Alive,019c1792-b6d1-755c-9b5d-0edd6c77dc70,2017-04-07
019c1792-b6d3-7919-bbe2-6f279c9a78c4,3,Thomas,Miller,N/A,ThomasMiller@example.com,"{""7266053821"",""(672)964-2949""}",Father,2,3,BS-8808-9087,Alive,019c1792-b6d1-755c-9b5d-0edd6c77dc70,2009-09-01
019c1792-b6d5-7657-953e-9cac77d6b803,5,Kari,Brady,N/A,KariBrady@example.com,"{""(403)460-7986"",""6836240386""}",Mother,3,18,BS-1351-6090,Alive,019c1792-b6d4-76fd-a00e-b37a12306583,2024-08-14
019c1792-b6d7-70af-91e3-95a5d322c7c2,20,David,Mendoza,Kyle,DavidKyleMendoza@example.com,"{""6665604403"",""541-364-7740""}",Father,2,3,BS-4935-8748,Alive,019c1792-b6d4-76fd-a00e-b37a12306583,2001-01-10
019c1792-b6d9-74ac-ab7a-3a8327e67d72,7,Rhonda,Fischer,N/A,RhondaFischer@example.com,"{""(460)972-6487"",""9058279081""}",Mother,2,15,BS-6557-0076,Alive,019c1792-b6d8-7953-8a30-afc074da96e0,2023-03-09
019c1792-b6da-71f9-bf41-9f0d7a897369,5,William,Bennett,Andrea,WilliamAndreaBennett@example.com,"{""831-261-7558"",""383-654-7658""}",Father,4,4,BS-6557-0076,Alive,019c1792-b6d8-7953-8a30-afc074da96e0,2001-12-03
019c1792-b6dd-75de-ab39-a5b5a72b2964,4,Patricia,Burnett,N/A,PatriciaBurnett@example.com,"{""(996)550-2240"",""579-629-1188""}",Mother,2,1,BS-9194-4530,Deceased,019c1792-b6db-7a42-9209-dff6d7af739c,2002-01-05
019c1792-b6de-73ba-97b9-a65b6c2aae35,4,Christopher,Sherman,Jennifer,ChristopherJenniferSherman@example.com,"{""(910)516-5998"",""502-430-4394""}",Father,1,16,BS-9194-4530,Alive,019c1792-b6db-7a42-9209-dff6d7af739c,2007-04-09
019c1792-b6e1-7bff-a1e4-08935a22b849,22,Latoya,Miller,N/A,LatoyaMiller@example.com,"{""530-304-0115"",""6354036749""}",Mother,4,16,BS-8327-2908,Deceased,019c1792-b6df-7580-923e-1fd275b17a5e,1997-02-07
019c1792-b6e2-7a82-acc3-93ae37b88d82,3,Jeffrey,Jones,N/A,JeffreyJones@example.com,"{""582-291-2603"",""(244)708-2713""}",Father,5,15,BS-8327-2908,Alive,019c1792-b6df-7580-923e-1fd275b17a5e,1997-01-26
019c1792-b6e4-7c49-be3a-ad0ab36c65b7,13,Erin,Liu,N/A,ErinLiu@example.com,"{""4456436061"",""293-441-4808""}",Mother,3,15,BS-9611-2788,Alive,019c1792-b6e3-7d7a-8bf7-4f5c93d8844a,1999-08-01
019c1792-b6e6-7128-ada0-43aec4aefb6d,5,John,Zamora,N/A,JohnZamora@example.com,"{""8145810953"",""4145752134""}",Father,4,18,BS-6879-6708,Alive,019c1792-b6e3-7d7a-8bf7-4f5c93d8844a,2013-12-26
019c1792-b6e9-7c97-8093-2657f237420e,12,Erika,Elliott,N/A,ErikaElliott@example.com,"{""232-247-6098"",""4398283982""}",Mother,5,16,BS-6337-1978,Alive,019c1792-b6e8-71ae-a088-ab0c79a3e4e3,2001-06-09
019c1792-b6eb-70a3-ab90-604c6ab468d0,9,Raymond,Olson,David,RaymondDavidOlson@example.com,"{""393-602-2753"",""(473)387-7071""}",Father,5,19,BS-6337-1978,Alive,019c1792-b6e8-71ae-a088-ab0c79a3e4e3,2015-10-07
019c1792-b6ee-745e-a685-b43a6e96eae7,16,Andrea,King,N/A,AndreaKing@example.com,"{""2324085760"",""801-510-2347""}",Mother,1,19,BS-4168-2578,Alive,019c1792-b6ec-7a39-a158-c4094bae0294,2021-04-19
019c1792-b6f0-7fe7-8197-12b8637d7349,19,Travis,Huang,Erica,TravisEricaHuang@example.com,"{""7372149269"",""7095124138""}",Father,3,8,BS-4168-2578,Alive,019c1792-b6ec-7a39-a158-c4094bae0294,2009-01-24
019c1792-b6f3-7266-bacc-2cd6f9fc60bb,14,Lisa,Rodriguez,Chris,LisaChrisRodriguez@example.com,"{""(820)813-3915"",""(849)880-9673""}",Mother,4,1,BS-3692-5724,Alive,019c1792-b6f1-7b8c-be58-7d7881448f4f,2003-05-29
019c1792-b6f4-7b48-8512-56a4926bac9f,6,Edward,Barton,N/A,EdwardBarton@example.com,"{""(397)301-5567"",""524-246-2464""}",Father,5,10,BS-0764-9000,Alive,019c1792-b6f1-7b8c-be58-7d7881448f4f,2019-07-14
019c1792-b6f7-77a8-b267-65d8c18b5fda,1,Casey,Kaiser,Michael,CaseyMichaelKaiser@example.com,"{""(683)975-6758"",""7703335217""}",Mother,3,1,BS-0019-5749,Alive,019c1792-b6f6-7404-8171-2bb21a19b9ad,2014-02-28
019c1792-b6f9-789e-a40b-acd53029467d,17,Christopher,Macdonald,Abigail,ChristopherAbigailMacdonald@example.com,"{""4124813158"",""8208001718""}",Father,2,20,BS-0019-5749,Alive,019c1792-b6f6-7404-8171-2bb21a19b9ad,1999-03-02
019c1792-b6fc-7280-9ddf-ce81273ef1e9,1,Taylor,Owen,N/A,TaylorOwen@example.com,"{""(943)700-5982"",""4933896173""}",Mother,3,7,BS-1087-3362,Alive,019c1792-b6fb-77b2-be62-4986163f5d79,2022-07-03
